100, 0, 209
101, 0, 209
102, 0, 209
103, 143, 66
104, 4, 205
105, 169, 40
106, 159, 50
107, 187, 22
110, 0, 209
111, 209, 0
112, 2, 207
113, 209, 0
114, 192, 17
115, 209, 0
116, 199, 10
117, 203, 6
120, 0, 209
121, 207, 2
122, 1, 208
123, 209, 0
124, 182, 27
125, 208, 1
126, 173, 36
127, 204, 5
130, 0, 209
131, 208, 1
132, 1, 208
133, 209, 0
134, 193, 16
135, 208, 1
136, 172, 37
137, 203, 6
140, 0, 209
141, 208, 1
142, 1, 208
143, 208, 1
144, 180, 29
145, 206, 3
146, 157, 52
147, 0, 209
150, 0, 209
151, 209, 0
152, 0, 209
153, 209, 0
154, 181, 28
155, 206, 3
156, 190, 19
157, 192, 17
160, 0, 209
161, 209, 0
162, 1, 208
163, 209, 0
164, 197, 12
165, 201, 8
166, 186, 23
167, 108, 101
170, 0, 209
171, 209, 0
172, 2, 207
173, 199, 10
174, 56, 153
175, 146, 63
176, 78, 131
177, 127, 82
200, 208, 1
201, 209, 0
202, 209, 0
203, 209, 0
204, 209, 0
205, 189, 20
206, 0, 209
207, 209, 0
210, 209, 0
211, 209, 0
212, 205, 4
213, 209, 0
214, 209, 0
215, 205, 4
216, 0, 209
217, 208, 1
220, 206, 3
221, 206, 3
222, 209, 0
223, 209, 0
224, 209, 0
225, 200, 9
226, 0, 209
227, 209, 0
230, 209, 0
231, 209, 0
232, 209, 0
233, 209, 0
234, 209, 0
235, 207, 2
236, 0, 209
237, 209, 0
240, 205, 4
241, 209, 0
242, 209, 0
243, 209, 0
244, 209, 0
245, 209, 0
246, 0, 209
247, 209, 0
250, 208, 1
251, 209, 0
252, 209, 0
253, 209, 0
254, 209, 0
255, 209, 0
256, 0, 209
257, 208, 1
260, 208, 1
261, 209, 0
262, 208, 1
263, 208, 1
264, 209, 0
265, 209, 0
266, 0, 209
267, 209, 0
270, 206, 3
271, 206, 3
272, 208, 1
273, 0, 209
274, 209, 0
275, 209, 0
276, 0, 209
277, 209, 0
300, 208, 1
301, 209, 0
302, 208, 1
303, 209, 0
304, 209, 0
305, 167, 42
306, 205, 4
307, 209, 0
310, 209, 0
311, 207, 2
312, 209, 0
313, 209, 0
314, 207, 2
315, 206, 3
316, 209, 0
317, 209, 0
320, 207, 2
321, 209, 0
322, 209, 0
323, 209, 0
324, 209, 0
325, 209, 0
326, 209, 0
327, 209, 0
330, 208, 1
331, 205, 4
332, 209, 0
333, 209, 0
334, 209, 0
335, 209, 0
336, 209, 0
337, 209, 0
340, 206, 3
341, 209, 0
342, 209, 0
343, 209, 0
344, 209, 0
345, 205, 4
346, 209, 0
347, 207, 2
350, 207, 2
351, 209, 0
352, 209, 0
353, 206, 3
354, 209, 0
355, 209, 0
356, 209, 0
357, 209, 0
360, 206, 3
361, 207, 2
362, 205, 4
363, 209, 0
364, 209, 0
365, 209, 0
366, 209, 0
367, 208, 1
370, 206, 3
371, 209, 0
372, 208, 1
373, 209, 0
374, 209, 0
375, 204, 5
376, 207, 2
377, 209, 0
400, 209, 0
401, 209, 0
402, 208, 1
403, 207, 2
404, 209, 0
405, 209, 0
406, 209, 0
407, 209, 0
410, 206, 3
411, 209, 0
412, 207, 2
413, 207, 2
414, 209, 0
415, 207, 2
416, 204, 5
417, 207, 2
420, 208, 1
421, 206, 3
422, 209, 0
423, 209, 0
424, 209, 0
425, 209, 0
426, 209, 0
427, 208, 1
430, 209, 0
431, 209, 0
432, 207, 2
433, 208, 1
434, 208, 1
435, 209, 0
436, 209, 0
437, 209, 0
